"Basket_Size","Gender","Age","Occupation","City_Category","Stay_In_Current_City_Years","Marital_Status","Purchase","Label"
"17","M","46-50","7","C","4+","1","(1.39e+03,1.05e+05]","1"
"83","F","26-35","1","B","3","0","(1.39e+03,1.05e+05]","2"
"17","F","26-35","2","C","0","0","(1.28e+03,1.39e+03]","1"
"43","M","26-35","12","B","3","0","(1.39e+03,1.05e+05]","2"
"31","F","36-45","6","C","3","0","(1.39e+03,1.05e+05]","2"
"82","F","18-25","4","B","1","0","(1.39e+03,1.05e+05]","2"
"21","F","46-50","3","C","2","0","(1.39e+03,1.05e+05]","1"
"15","M","18-25","17","C","2","0","(1.28e+03,1.39e+03]","1"
"125","M","36-45","0","C","3","1","(1.39e+03,1.05e+05]","2"
"21","M","26-35","7","C","2","0","(1.39e+03,1.05e+05]","1"
"89","F","51-55","13","C","4+","1","(1.39e+03,1.05e+05]","2"
"112","M","26-35","12","B","1","0","(1.39e+03,1.05e+05]","2"
"50","M","26-35","7","A","1","0","(1.39e+03,1.05e+05]","2"
"27","M","26-35","14","C","0","0","(1.39e+03,1.05e+05]","1"
"52","M","26-35","1","C","2","0","(1.39e+03,1.05e+05]","2"
"28","F","18-25","14","C","2","0","(1.39e+03,1.05e+05]","1"
"16","M","26-35","2","A","2","0","(1.39e+03,1.05e+05]","1"
"115","M","26-35","4","C","1","0","(1.39e+03,1.05e+05]","2"
"54","M","26-35","0","C","0","0","(1.39e+03,1.05e+05]","2"
"18","F","26-35","9","C","4+","0","(1.28e+03,1.39e+03]","1"
"26","M","18-25","20","C","3","1","(1.39e+03,1.05e+05]","1"
"135","F","36-45","14","C","1","1","(1.39e+03,1.05e+05]","2"
"29","M","55+","12","C","2","1","(1.39e+03,1.05e+05]","1"
"324","M","26-35","16","A","3","0","(1.39e+03,1.05e+05]","3"
"88","M","36-45","17","C","1","1","(1.39e+03,1.05e+05]","2"
"163","F","46-50","6","C","3","1","(1.39e+03,1.05e+05]","2"
"57","F","36-45","3","C","1","1","(1.39e+03,1.05e+05]","2"
"11","M","18-25","12","C","2","0","(1.07e+03,1.18e+03]","1"
"15","M","46-50","1","C","2","0","(1.28e+03,1.39e+03]","1"
"16","M","55+","11","C","1","1","(1.39e+03,1.05e+05]","1"
"20","F","26-35","4","C","3","0","(1.39e+03,1.05e+05]","1"
"53","M","36-45","0","C","2","0","(1.39e+03,1.05e+05]","2"
"20","F","36-45","17","C","1","0","(1.39e+03,1.05e+05]","1"
"49","M","26-35","4","B","2","0","(1.39e+03,1.05e+05]","2"
"24","M","51-55","4","B","4+","1","(1.39e+03,1.05e+05]","1"
"238","M","26-35","3","A","2","0","(1.39e+03,1.05e+05]","3"
"12","F","46-50","9","C","3","0","(861,966]","1"
"9","M","46-50","16","A","3","1","(861,966]","1"
"115","M","46-50","11","B","2","1","(1.39e+03,1.05e+05]","2"
"23","F","0-17","10","C","1","0","(1.18e+03,1.28e+03]","1"
"207","M","36-45","14","B","1","0","(1.39e+03,1.05e+05]","3"
"18","M","55+","1","C","1","0","(1.39e+03,1.05e+05]","1"
"45","F","36-45","17","C","0","1","(1.39e+03,1.05e+05]","2"
"208","M","18-25","2","B","1","1","(1.39e+03,1.05e+05]","3"
"143","F","55+","0","B","4+","0","(1.39e+03,1.05e+05]","2"
"136","M","18-25","4","C","3","0","(1.39e+03,1.05e+05]","3"
"99","F","26-35","1","C","1","0","(1.39e+03,1.05e+05]","2"
"18","M","36-45","17","C","4+","1","(1.39e+03,1.05e+05]","1"
"57","M","26-35","12","A","1","0","(1.39e+03,1.05e+05]","2"
"42","M","26-35","17","C","0","0","(1.39e+03,1.05e+05]","2"
"24","M","36-45","7","C","1","0","(1.39e+03,1.05e+05]","1"
"41","F","26-35","3","B","3","0","(1.39e+03,1.05e+05]","2"
"27","M","36-45","6","C","3","1","(1.39e+03,1.05e+05]","1"
"211","M","36-45","16","B","3","0","(1.39e+03,1.05e+05]","3"
"124","M","26-35","1","B","1","1","(1.39e+03,1.05e+05]","2"
"127","M","26-35","12","B","1","1","(1.39e+03,1.05e+05]","2"
"13","M","26-35","20","C","4+","1","(1.07e+03,1.18e+03]","1"
"101","M","26-35","7","C","1","0","(1.39e+03,1.05e+05]","2"
"71","M","36-45","14","C","4+","1","(1.39e+03,1.05e+05]","2"
"28","M","36-45","12","C","4+","1","(1.39e+03,1.05e+05]","2"
"210","M","51-55","15","B","1","1","(1.39e+03,1.05e+05]","3"
"55","F","46-50","1","C","3","1","(1.39e+03,1.05e+05]","2"
"123","M","51-55","17","B","1","1","(1.39e+03,1.05e+05]","2"
"96","F","51-55","7","B","0","1","(1.39e+03,1.05e+05]","2"
"64","M","36-45","15","C","2","0","(1.39e+03,1.05e+05]","2"
"69","F","36-45","12","B","2","0","(1.39e+03,1.05e+05]","2"
"29","M","18-25","12","C","0","0","(1.39e+03,1.05e+05]","2"
"37","F","26-35","0","A","4+","0","(1.39e+03,1.05e+05]","1"
"10","F","51-55","20","A","0","1","(546,651]","1"
"28","F","26-35","1","C","3","1","(1.39e+03,1.05e+05]","1"
"29","F","26-35","1","B","4+","0","(1.39e+03,1.05e+05]","1"
"50","M","26-35","12","B","2","1","(1.39e+03,1.05e+05]","2"
"83","M","18-25","20","C","4+","0","(1.39e+03,1.05e+05]","2"
"134","M","46-50","0","C","0","1","(1.39e+03,1.05e+05]","2"
"172","F","18-25","12","C","1","0","(1.39e+03,1.05e+05]","3"
"17","M","18-25","0","C","2","0","(1.39e+03,1.05e+05]","1"
"27","M","36-45","1","B","0","1","(1.39e+03,1.05e+05]","2"
"108","F","26-35","15","B","3","1","(1.39e+03,1.05e+05]","2"
"97","M","18-25","17","C","1","0","(1.39e+03,1.05e+05]","2"
"15","M","46-50","18","C","3","0","(1.28e+03,1.39e+03]","1"
"20","F","36-45","0","C","1","0","(1.39e+03,1.05e+05]","1"
"24","F","36-45","6","C","2","0","(1.39e+03,1.05e+05]","1"
"9","M","0-17","10","C","1","0","(756,861]","1"
"63","M","46-50","0","B","4+","0","(1.39e+03,1.05e+05]","2"
"174","F","26-35","3","A","4+","0","(1.39e+03,1.05e+05]","2"
"20","M","46-50","1","C","1","1","(1.39e+03,1.05e+05]","1"
"57","M","51-55","17","C","0","1","(1.39e+03,1.05e+05]","2"
"41","M","51-55","17","C","3","1","(1.39e+03,1.05e+05]","2"
"159","M","26-35","15","B","3","0","(1.39e+03,1.05e+05]","3"
"92","F","26-35","0","A","2","0","(1.39e+03,1.05e+05]","2"
"13","M","36-45","17","C","3","0","(1.07e+03,1.18e+03]","1"
"26","F","18-25","4","C","0","0","(1.39e+03,1.05e+05]","1"
"112","M","36-45","0","C","1","1","(1.39e+03,1.05e+05]","2"
"12","F","18-25","4","A","3","1","(861,966]","1"
"94","M","26-35","7","C","0","1","(1.39e+03,1.05e+05]","2"
"135","F","51-55","11","B","1","0","(1.39e+03,1.05e+05]","2"
"13","M","55+","20","C","2","1","(1.28e+03,1.39e+03]","1"
"148","M","46-50","12","B","3","1","(1.39e+03,1.05e+05]","2"
"11","F","51-55","0","C","1","0","(861,966]","1"
"12","M","51-55","17","C","2","1","(1.39e+03,1.05e+05]","1"
"75","M","51-55","0","C","4+","1","(1.39e+03,1.05e+05]","2"
"143","F","36-45","1","B","1","0","(1.39e+03,1.05e+05]","2"
"56","M","36-45","17","C","1","1","(1.39e+03,1.05e+05]","2"
"270","M","46-50","2","A","1","1","(1.39e+03,1.05e+05]","3"
"16","M","18-25","4","A","4+","0","(1.39e+03,1.05e+05]","1"
"240","M","26-35","16","A","1","1","(1.39e+03,1.05e+05]","3"
"169","F","36-45","17","B","3","1","(1.39e+03,1.05e+05]","3"
"45","F","26-35","14","A","1","1","(1.39e+03,1.05e+05]","2"
"107","M","36-45","12","B","4+","0","(1.39e+03,1.05e+05]","2"
"74","M","46-50","0","C","3","1","(1.39e+03,1.05e+05]","2"
"17","M","55+","13","C","1","0","(756,861]","1"
"120","M","36-45","15","B","1","1","(1.39e+03,1.05e+05]","2"
"380","M","26-35","2","A","1","1","(1.39e+03,1.05e+05]","3"
"239","M","18-25","7","B","1","0","(1.39e+03,1.05e+05]","3"
"38","M","55+","1","A","4+","0","(1.39e+03,1.05e+05]","2"
"77","M","26-35","7","C","1","1","(1.39e+03,1.05e+05]","2"
"128","M","26-35","6","B","1","0","(1.39e+03,1.05e+05]","2"
"71","M","46-50","17","B","1","1","(1.39e+03,1.05e+05]","2"
"226","M","36-45","0","A","1","1","(1.39e+03,1.05e+05]","3"
"70","M","0-17","10","C","1","0","(1.39e+03,1.05e+05]","2"
"27","M","51-55","14","B","1","1","(1.39e+03,1.05e+05]","2"
"51","M","18-25","4","C","0","0","(1.39e+03,1.05e+05]","2"
"9","F","51-55","20","B","2","1","(1.39e+03,1.05e+05]","1"
"17","M","18-25","19","A","2","0","(1.39e+03,1.05e+05]","1"
"19","F","26-35","12","C","1","0","(1.39e+03,1.05e+05]","1"
"15","M","36-45","7","C","1","1","(1.07e+03,1.18e+03]","1"
"178","M","36-45","0","C","2","0","(1.39e+03,1.05e+05]","3"
"95","F","55+","2","C","1","1","(1.39e+03,1.05e+05]","2"
"12","M","36-45","20","B","3","1","(1.07e+03,1.18e+03]","1"
"84","M","36-45","0","C","3","0","(1.39e+03,1.05e+05]","2"
"30","M","26-35","11","C","4+","1","(1.39e+03,1.05e+05]","2"
"97","M","26-35","4","B","2","0","(1.39e+03,1.05e+05]","2"
"42","M","36-45","14","A","3","0","(1.39e+03,1.05e+05]","2"
"454","M","36-45","2","B","1","1","(1.39e+03,1.05e+05]","3"
"105","M","26-35","1","B","0","0","(1.39e+03,1.05e+05]","2"
"20","M","26-35","12","C","1","0","(1.39e+03,1.05e+05]","1"
"74","F","46-50","16","A","1","1","(1.39e+03,1.05e+05]","2"
"102","M","36-45","0","A","1","1","(1.39e+03,1.05e+05]","2"
"81","M","36-45","0","C","3","0","(1.39e+03,1.05e+05]","2"
"14","M","18-25","12","C","0","0","(1.39e+03,1.05e+05]","1"
"39","F","55+","8","A","0","0","(1.39e+03,1.05e+05]","2"
"15","M","26-35","17","A","3","0","(1.18e+03,1.28e+03]","1"
"38","M","26-35","0","C","2","1","(1.39e+03,1.05e+05]","2"
"27","F","26-35","4","B","2","1","(1.39e+03,1.05e+05]","2"
"6","F","55+","14","C","3","1",NA,"1"
"8","F","26-35","2","B","2","0","(861,966]","1"
"28","M","46-50","17","C","2","0","(1.39e+03,1.05e+05]","1"
"61","M","46-50","17","B","4+","0","(1.39e+03,1.05e+05]","2"
"188","M","51-55","20","B","0","1","(1.39e+03,1.05e+05]","3"
"12","M","36-45","7","A","1","0","(1.39e+03,1.05e+05]","1"
"29","M","0-17","10","A","1","0","(1.39e+03,1.05e+05]","1"
"34","F","18-25","4","C","1","1","(1.39e+03,1.05e+05]","2"
"30","F","55+","13","B","2","1","(1.39e+03,1.05e+05]","1"
"203","M","26-35","4","B","4+","0","(1.39e+03,1.05e+05]","3"
"110","F","26-35","2","B","1","0","(1.39e+03,1.05e+05]","2"
"129","M","26-35","17","B","1","1","(1.39e+03,1.05e+05]","2"
"17","M","36-45","12","C","1","0","(1.39e+03,1.05e+05]","1"
"24","F","55+","1","C","1","1","(1.39e+03,1.05e+05]","1"
"225","M","46-50","16","B","2","0","(1.39e+03,1.05e+05]","3"
"21","M","36-45","3","C","1","0","(1.39e+03,1.05e+05]","1"
"12","F","18-25","4","B","1","0","(1.18e+03,1.28e+03]","1"
"107","M","26-35","20","B","1","1","(1.39e+03,1.05e+05]","2"
"33","F","46-50","16","C","1","1","(1.39e+03,1.05e+05]","2"
"31","M","46-50","15","B","2","1","(1.39e+03,1.05e+05]","1"
"303","M","18-25","4","B","1","0","(1.39e+03,1.05e+05]","3"
"10","M","51-55","15","A","1","1","(441,546]","1"
"42","M","18-25","4","C","4+","0","(1.39e+03,1.05e+05]","2"
"75","M","46-50","0","C","0","1","(1.39e+03,1.05e+05]","2"
"329","M","36-45","6","B","2","1","(1.39e+03,1.05e+05]","3"
"34","F","36-45","1","C","2","1","(1.39e+03,1.05e+05]","1"
"19","M","36-45","12","B","4+","0","(1.39e+03,1.05e+05]","1"
"133","F","55+","12","C","1","1","(1.39e+03,1.05e+05]","2"
"97","M","26-35","7","A","4+","0","(1.39e+03,1.05e+05]","2"
"48","F","55+","13","C","2","1","(1.39e+03,1.05e+05]","2"
"95","M","51-55","6","B","2","1","(1.39e+03,1.05e+05]","2"
"65","M","36-45","20","A","3","1","(1.39e+03,1.05e+05]","2"
"42","F","46-50","1","C","1","0","(1.39e+03,1.05e+05]","2"
"61","M","26-35","20","B","1","0","(1.39e+03,1.05e+05]","2"
"441","M","26-35","17","B","1","1","(1.39e+03,1.05e+05]","3"
"9","F","26-35","14","C","1","1","(756,861]","1"
"14","M","26-35","12","C","3","1","(861,966]","1"
"80","M","26-35","4","C","1","1","(1.39e+03,1.05e+05]","2"
"11","M","18-25","1","C","1","0","(1.18e+03,1.28e+03]","1"
"26","F","26-35","4","B","0","0","(1.39e+03,1.05e+05]","1"
"57","M","18-25","17","A","3","0","(1.39e+03,1.05e+05]","2"
"24","F","55+","13","C","1","1","(1.39e+03,1.05e+05]","1"
"77","F","26-35","15","C","1","1","(1.39e+03,1.05e+05]","2"
"122","F","26-35","17","B","1","1","(1.39e+03,1.05e+05]","2"
"23","M","36-45","7","B","1","1","(1.39e+03,1.05e+05]","1"
"60","M","36-45","12","C","0","1","(1.39e+03,1.05e+05]","2"
"116","M","26-35","20","B","0","0","(1.39e+03,1.05e+05]","2"
"182","F","36-45","4","B","2","1","(1.39e+03,1.05e+05]","2"
"56","M","46-50","12","C","1","1","(1.39e+03,1.05e+05]","2"
"48","F","46-50","6","C","1","1","(1.39e+03,1.05e+05]","2"
"191","F","18-25","2","A","4+","1","(1.39e+03,1.05e+05]","2"
"8","F","18-25","6","C","2","0","(756,861]","1"
"73","F","36-45","6","C","0","1","(1.39e+03,1.05e+05]","2"
"20","M","36-45","0","B","3","1","(1.28e+03,1.39e+03]","1"
"458","M","26-35","16","A","0","0","(1.39e+03,1.05e+05]","3"
"170","M","46-50","6","C","1","0","(1.39e+03,1.05e+05]","3"
"45","F","36-45","7","C","1","1","(1.39e+03,1.05e+05]","2"
"107","M","26-35","12","B","0","0","(1.39e+03,1.05e+05]","2"
"44","F","18-25","4","C","1","0","(1.39e+03,1.05e+05]","2"
"13","F","51-55","7","C","0","0","(1.07e+03,1.18e+03]","1"
"11","M","36-45","16","C","2","1","(1.39e+03,1.05e+05]","1"
"119","M","26-35","4","C","3","0","(1.39e+03,1.05e+05]","2"
"380","M","36-45","2","B","0","0","(1.39e+03,1.05e+05]","3"
"22","F","36-45","16","A","2","0","(1.39e+03,1.05e+05]","1"
"91","M","46-50","1","C","1","1","(1.39e+03,1.05e+05]","2"
"44","M","51-55","7","C","4+","0","(1.39e+03,1.05e+05]","2"
"27","M","55+","17","C","0","1","(1.39e+03,1.05e+05]","1"
"71","M","46-50","16","C","1","1","(1.39e+03,1.05e+05]","2"
"44","M","46-50","17","C","0","0","(1.39e+03,1.05e+05]","2"
"103","F","18-25","19","C","2","1","(1.39e+03,1.05e+05]","2"
"12","M","51-55","16","C","2","1","(1.39e+03,1.05e+05]","1"
"58","F","0-17","10","B","3","0","(1.39e+03,1.05e+05]","2"
"60","M","18-25","4","B","0","0","(1.39e+03,1.05e+05]","2"
"133","M","26-35","14","C","4+","1","(1.39e+03,1.05e+05]","2"
"17","F","26-35","1","C","4+","1","(1.39e+03,1.05e+05]","1"
"21","M","55+","13","B","1","0","(1.39e+03,1.05e+05]","1"
"36","M","36-45","7","C","2","0","(1.39e+03,1.05e+05]","1"
"16","F","55+","0","C","3","1","(1.39e+03,1.05e+05]","2"
"253","M","26-35","2","A","0","0","(1.39e+03,1.05e+05]","3"
"39","F","26-35","7","B","2","0","(1.39e+03,1.05e+05]","2"
"27","M","46-50","17","A","4+","1","(1.39e+03,1.05e+05]","2"
"390","M","0-17","0","B","2","0","(1.39e+03,1.05e+05]","3"
"31","M","51-55","6","C","1","1","(1.39e+03,1.05e+05]","2"
"60","M","26-35","3","B","4+","0","(1.39e+03,1.05e+05]","2"
"225","M","26-35","2","A","0","0","(1.39e+03,1.05e+05]","3"
"35","M","46-50","7","C","1","0","(1.39e+03,1.05e+05]","2"
"38","M","26-35","4","C","0","0","(1.39e+03,1.05e+05]","2"
"43","F","51-55","12","B","2","1","(1.39e+03,1.05e+05]","2"
"56","F","18-25","4","B","3","0","(1.39e+03,1.05e+05]","2"
"114","M","36-45","1","C","4+","0","(1.39e+03,1.05e+05]","2"
"137","M","26-35","4","B","4+","1","(1.39e+03,1.05e+05]","2"
"133","M","18-25","4","B","1","0","(1.39e+03,1.05e+05]","2"
"107","M","55+","17","C","0","0","(1.39e+03,1.05e+05]","2"
"93","M","26-35","1","C","0","1","(1.39e+03,1.05e+05]","2"
"153","F","26-35","6","B","1","1","(1.39e+03,1.05e+05]","2"
"15","M","26-35","17","C","1","0","(1.39e+03,1.05e+05]","1"
"18","F","36-45","16","C","2","0","(1.39e+03,1.05e+05]","1"
"237","F","36-45","19","B","3","1","(1.39e+03,1.05e+05]","3"
"150","M","26-35","17","B","1","1","(1.39e+03,1.05e+05]","3"
"41","M","55+","14","C","1","1","(1.39e+03,1.05e+05]","2"
"30","M","18-25","10","C","4+","1","(1.39e+03,1.05e+05]","2"
"19","F","36-45","1","C","1","1","(1.39e+03,1.05e+05]","1"
"135","M","26-35","11","B","2","0","(1.39e+03,1.05e+05]","2"
"71","M","55+","16","C","3","0","(1.39e+03,1.05e+05]","2"
"100","M","51-55","7","C","4+","1","(1.39e+03,1.05e+05]","2"
"108","M","18-25","0","B","3","0","(1.39e+03,1.05e+05]","2"
"430","M","51-55","6","B","1","1","(1.39e+03,1.05e+05]","3"
"31","M","26-35","0","B","1","1","(1.39e+03,1.05e+05]","1"
"76","M","26-35","12","C","2","0","(1.39e+03,1.05e+05]","2"
"154","F","36-45","16","C","1","0","(1.39e+03,1.05e+05]","3"
"27","M","36-45","20","C","1","0","(1.39e+03,1.05e+05]","2"
"47","M","51-55","7","C","1","1","(1.39e+03,1.05e+05]","2"
"48","F","36-45","1","C","3","1","(1.39e+03,1.05e+05]","2"
"327","F","46-50","0","B","0","0","(1.39e+03,1.05e+05]","3"
"194","F","26-35","9","B","3","1","(1.39e+03,1.05e+05]","2"
"56","F","46-50","6","C","2","1","(1.39e+03,1.05e+05]","2"
"9","M","36-45","15","C","4+","1","(966,1.07e+03]","1"
"447","M","36-45","2","B","1","1","(1.39e+03,1.05e+05]","3"
"162","M","36-45","13","B","1","0","(1.39e+03,1.05e+05]","2"
"268","M","26-35","0","A","3","1","(1.39e+03,1.05e+05]","3"
"77","F","0-17","10","C","2","0","(1.39e+03,1.05e+05]","2"
"20","M","55+","12","A","4+","0","(1.39e+03,1.05e+05]","1"
"13","M","36-45","6","C","0","1","(1.07e+03,1.18e+03]","1"
"8","F","26-35","0","B","0","0","(441,546]","1"
"64","M","0-17","10","B","2","0","(1.39e+03,1.05e+05]","2"
"13","F","26-35","0","A","3","0","(966,1.07e+03]","1"
"99","M","51-55","7","A","2","0","(1.39e+03,1.05e+05]","2"
"100","M","26-35","7","C","4+","0","(1.39e+03,1.05e+05]","2"
"11","M","26-35","0","A","3","0","(1.39e+03,1.05e+05]","1"
"52","M","51-55","12","C","4+","1","(1.39e+03,1.05e+05]","2"
"148","M","36-45","2","B","1","0","(1.39e+03,1.05e+05]","2"
"17","M","46-50","0","A","4+","1","(1.39e+03,1.05e+05]","1"
"75","M","26-35","11","B","4+","0","(1.39e+03,1.05e+05]","2"
"26","M","46-50","5","A","0","1","(1.39e+03,1.05e+05]","1"
"50","M","51-55","7","C","1","1","(1.39e+03,1.05e+05]","2"
"55","M","46-50","17","B","1","1","(1.39e+03,1.05e+05]","2"
"195","F","26-35","1","B","3","0","(1.39e+03,1.05e+05]","3"
"36","M","36-45","7","C","1","1","(1.39e+03,1.05e+05]","2"
"32","M","18-25","11","B","0","0","(1.39e+03,1.05e+05]","1"
"51","M","26-35","17","B","2","0","(1.39e+03,1.05e+05]","2"
"41","M","36-45","7","C","4+","0","(1.39e+03,1.05e+05]","2"
"111","M","26-35","12","B","1","0","(1.39e+03,1.05e+05]","2"
"65","M","18-25","18","C","4+","0","(1.39e+03,1.05e+05]","2"
"79","M","26-35","17","B","0","0","(1.39e+03,1.05e+05]","2"
"71","M","51-55","16","A","4+","1","(1.39e+03,1.05e+05]","2"
"205","M","26-35","6","B","2","0","(1.39e+03,1.05e+05]","3"
"21","M","18-25","17","B","2","1","(1.39e+03,1.05e+05]","1"
"173","M","26-35","1","B","1","1","(1.39e+03,1.05e+05]","3"
"54","M","18-25","4","C","3","1","(1.39e+03,1.05e+05]","2"
"15","F","51-55","0","C","4+","1","(1.18e+03,1.28e+03]","1"
"11","M","36-45","7","C","2","1","(756,861]","1"
"16","M","55+","1","A","0","0","(1.39e+03,1.05e+05]","1"
"24","M","18-25","0","C","0","0","(1.39e+03,1.05e+05]","1"
"51","M","26-35","20","B","2","1","(1.39e+03,1.05e+05]","2"
"18","M","36-45","1","B","3","0","(1.39e+03,1.05e+05]","1"
"16","M","26-35","3","C","3","1","(1.39e+03,1.05e+05]","1"
"74","M","18-25","19","C","1","0","(1.39e+03,1.05e+05]","2"
"17","F","26-35","4","C","1","0","(1.39e+03,1.05e+05]","1"
"235","M","26-35","7","B","3","0","(1.39e+03,1.05e+05]","3"
"21","M","26-35","16","C","1","1","(1.39e+03,1.05e+05]","1"
"12","M","26-35","16","B","2","0","(861,966]","1"
"171","M","18-25","14","A","1","1","(1.39e+03,1.05e+05]","3"
"49","M","36-45","1","C","2","1","(1.39e+03,1.05e+05]","2"
"95","F","18-25","4","C","4+","0","(1.39e+03,1.05e+05]","2"
"11","M","36-45","7","C","3","0","(966,1.07e+03]","1"
"14","F","18-25","4","C","2","0","(1.18e+03,1.28e+03]","1"
"173","M","26-35","4","C","0","0","(1.39e+03,1.05e+05]","2"
"18","M","26-35","17","A","1","1","(1.39e+03,1.05e+05]","1"
"260","M","46-50","6","B","1","1","(1.39e+03,1.05e+05]","3"
"39","F","36-45","17","A","0","0","(1.39e+03,1.05e+05]","2"
"58","M","36-45","6","C","1","1","(1.39e+03,1.05e+05]","2"
"66","M","51-55","6","B","1","1","(1.39e+03,1.05e+05]","2"
"77","M","18-25","15","C","3","0","(1.39e+03,1.05e+05]","2"
"11","M","36-45","7","C","1","1","(1.07e+03,1.18e+03]","1"
"66","F","51-55","4","C","0","0","(1.39e+03,1.05e+05]","2"
"40","M","18-25","4","B","2","0","(1.39e+03,1.05e+05]","2"
"9","M","55+","17","C","1","1","(1.18e+03,1.28e+03]","1"
"240","F","36-45","11","B","1","0","(1.39e+03,1.05e+05]","3"
"65","M","0-17","10","C","3","0","(1.39e+03,1.05e+05]","2"
"8","M","46-50","1","C","4+","0","(861,966]","1"
"16","F","36-45","9","C","1","0","(1.39e+03,1.05e+05]","1"
"23","M","0-17","10","C","3","0","(1.39e+03,1.05e+05]","1"
"49","M","46-50","14","C","0","1","(1.39e+03,1.05e+05]","2"
"142","M","51-55","0","C","1","1","(1.39e+03,1.05e+05]","2"
"18","M","26-35","12","A","0","1","(1.39e+03,1.05e+05]","1"
"67","M","36-45","11","C","1","1","(1.39e+03,1.05e+05]","2"
"23","M","26-35","7","C","1","1","(1.39e+03,1.05e+05]","1"
"149","F","36-45","7","B","4+","1","(1.39e+03,1.05e+05]","2"
"49","F","18-25","20","C","1","0","(1.39e+03,1.05e+05]","2"
"168","M","18-25","20","B","4+","1","(1.39e+03,1.05e+05]","3"
"140","F","36-45","4","C","1","0","(1.39e+03,1.05e+05]","2"
"37","M","36-45","12","C","2","0","(1.39e+03,1.05e+05]","2"
"68","M","18-25","16","C","1","0","(1.39e+03,1.05e+05]","2"
"18","F","36-45","0","C","1","0","(1.39e+03,1.05e+05]","1"
"21","F","26-35","4","A","4+","0","(1.39e+03,1.05e+05]","1"
"13","M","26-35","7","C","3","1","(1.39e+03,1.05e+05]","1"
"103","M","36-45","12","B","2","1","(1.39e+03,1.05e+05]","2"
"32","M","26-35","7","C","3","1","(1.39e+03,1.05e+05]","1"
"40","M","36-45","7","B","0","1","(1.39e+03,1.05e+05]","2"
"35","M","55+","7","C","4+","1","(1.39e+03,1.05e+05]","1"
"62","F","55+","3","C","3","1","(1.39e+03,1.05e+05]","2"
"142","F","18-25","4","B","0","0","(1.39e+03,1.05e+05]","2"
"22","F","26-35","1","C","0","0","(1.39e+03,1.05e+05]","1"
"29","F","36-45","15","C","2","0","(1.39e+03,1.05e+05]","2"
"54","M","51-55","7","C","1","1","(1.39e+03,1.05e+05]","2"
"20","M","18-25","4","C","1","1","(1.39e+03,1.05e+05]","1"
"17","F","46-50","6","B","4+","1","(1.39e+03,1.05e+05]","1"
"22","M","51-55","13","C","4+","1","(1.39e+03,1.05e+05]","1"
"204","M","26-35","1","B","0","1","(1.39e+03,1.05e+05]","3"
"10","M","36-45","7","C","0","0","(1.07e+03,1.18e+03]","1"
"11","M","26-35","0","A","3","1","(861,966]","1"
"67","M","26-35","4","A","1","1","(1.39e+03,1.05e+05]","2"
"75","M","51-55","1","C","4+","0","(1.39e+03,1.05e+05]","2"
"35","F","36-45","17","A","3","0","(1.39e+03,1.05e+05]","2"
"17","M","18-25","2","B","4+","0","(1.39e+03,1.05e+05]","1"
"18","M","18-25","0","C","2","0","(1.28e+03,1.39e+03]","1"
"18","F","36-45","9","C","1","0","(861,966]","1"
"10","F","55+","6","C","1","1","(1.18e+03,1.28e+03]","1"
"12","M","18-25","2","C","1","0","(861,966]","1"
"78","M","26-35","17","B","3","0","(1.39e+03,1.05e+05]","2"
"25","M","18-25","0","C","1","0","(1.39e+03,1.05e+05]","2"
"59","M","18-25","4","B","2","1","(1.39e+03,1.05e+05]","2"
"361","M","26-35","7","B","4+","0","(1.39e+03,1.05e+05]","3"
"15","F","55+","1","C","1","0","(1.28e+03,1.39e+03]","1"
"164","M","26-35","12","B","1","0","(1.39e+03,1.05e+05]","2"
"119","M","55+","10","C","1","1","(1.39e+03,1.05e+05]","2"
"14","M","36-45","1","A","1","1","(1.28e+03,1.39e+03]","1"
"104","M","18-25","4","C","4+","1","(1.39e+03,1.05e+05]","2"
"40","M","36-45","0","B","1","0","(1.39e+03,1.05e+05]","2"
"13","M","0-17","0","C","4+","0","(1.18e+03,1.28e+03]","1"
"35","M","26-35","0","C","0","0","(1.39e+03,1.05e+05]","2"
"67","M","26-35","12","B","4+","0","(1.39e+03,1.05e+05]","2"
"14","M","36-45","7","C","1","0","(1.39e+03,1.05e+05]","1"
"66","M","26-35","4","C","1","1","(1.39e+03,1.05e+05]","2"
"56","M","26-35","5","B","0","1","(1.39e+03,1.05e+05]","2"
"101","F","26-35","0","A","4+","1","(1.39e+03,1.05e+05]","2"
"19","M","26-35","4","C","1","0","(1.39e+03,1.05e+05]","1"
"67","M","26-35","14","C","1","1","(1.39e+03,1.05e+05]","2"
"30","M","26-35","7","B","4+","1","(1.39e+03,1.05e+05]","2"
"10","F","51-55","16","C","1","0","(651,756]","1"
"154","M","36-45","7","B","2","1","(1.39e+03,1.05e+05]","2"
"22","F","26-35","0","C","1","1","(1.39e+03,1.05e+05]","1"
"53","F","26-35","4","A","4+","0","(1.39e+03,1.05e+05]","2"
"67","M","26-35","1","C","3","1","(1.39e+03,1.05e+05]","2"
"15","M","0-17","10","C","4+","0","(1.39e+03,1.05e+05]","1"
"21","M","18-25","4","C","1","0","(1.39e+03,1.05e+05]","1"
"14","F","46-50","1","B","2","1","(1.28e+03,1.39e+03]","1"
"65","F","18-25","0","C","1","1","(1.39e+03,1.05e+05]","2"
